,subject,deck,counts,trial,proportion
886,6,3,1024,5,0.171
887,6,4,1139,5,0.19
888,7,1,1620,5,0.27
889,7,2,1114,5,0.186
890,7,3,1644,5,0.274
891,7,4,1622,5,0.27
892,8,1,1912,5,0.319
893,8,2,183,5,0.03
894,8,3,1943,5,0.324
895,8,4,1962,5,0.327
896,9,1,1258,5,0.21
897,9,2,1293,5,0.216
898,9,3,1248,5,0.208
899,9,4,2201,5,0.367
900,10,1,1689,5,0.282
901,10,2,1615,5,0.269
902,10,3,1063,5,0.177
903,10,4,1633,5,0.272
904,11,1,1631,5,0.272
905,11,2,1608,5,0.268
906,11,3,1594,5,0.266
907,11,4,1167,5,0.194
908,12,1,2692,5,0.449
909,12,2,1079,5,0.18
910,12,3,1101,5,0.184
911,12,4,1128,5,0.188
912,13,1,4313,5,0.719
913,13,2,578,5,0.096
914,13,3,527,5,0.088
915,13,4,582,5,0.097
916,14,1,4807,5,0.801
917,14,2,407,5,0.068
918,14,3,417,5,0.07
919,14,4,369,5,0.062
920,15,1,1054,5,0.176
921,15,2,2703,5,0.45
922,15,3,1115,5,0.186
923,15,4,1128,5,0.188
924,16,1,2507,5,0.418
925,16,2,1132,5,0.189
926,16,3,1222,5,0.204
927,16,4,1139,5,0.19
928,17,1,1496,5,0.249
929,17,2,1454,5,0.242
930,17,3,1516,5,0.253
931,17,4,1534,5,0.256
932,18,1,1073,5,0.179
933,18,2,1055,5,0.176
934,18,3,1060,5,0.177
935,18,4,2812,5,0.469
936,19,1,3341,5,0.557
937,19,2,873,5,0.146
938,19,3,872,5,0.145
